A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power
9.47474192,A2,1.344267635,Si1,2.430149013,1.265750114,1,335.214113,0.013890829,0.031652872,870.5077631
8.961074557,A1,1.218600231,Si1,1.62737092,1.513059834,1,328.5288944,-0.00064463,0.045768748,835.9647616
15.71020461,A1,0.91557543,Si1,1.39248133,2.116999961,1,432.6260879,0.000383605,0.041045735,1401.659899
12.81256229,Si3,0.89121063,Si3,2.503390963,0.577296433,0,385.5270194,-0.000311164,0.055132436,1136.897868
8.008979089,A1,1.404846197,Si3,1.246738075,1.363113272,0,308.6802395,0.000191075,0.055455803,753.6850217
13.06540742,Si2,0.881677107,PU,2.035171137,1.890721386,0,395.9652835,0.001587426,0.05537121,1150.54868
11.16359728,A2,1.493171136,Si3,1.259235334,1.474809587,1,365.7497891,0.02672406,0.03968118,964.7606289
14.70906769,Si2,0.564797321,PU,2.728802577,1.486705002,1,417.7334723,-0.000358577,0.034781945,1275.303399
10.90654689,Si2,1.227254141,PU,1.408326708,1.687189714,0,356.0403637,-0.000790541,0.055418944,970.7832247
11.00572945,A1,0.86008144,Si2,2.562403118,1.168009668,0,359.9198582,0.002393939,0.055413298,989.4101245
15.65710849,A2,1.34991578,Si1,1.266006637,1.160268778,0,420.8322242,-0.000382278,0.055273998,1299.295234
10.23502115,A2,1.547914669,Si3,1.199238618,2.225910422,1,350.3646098,0.001233628,0.043670414,894.816654
10.71494706,Si2,0.877192916,PU,2.901866058,0.647440109,0,348.4365654,0.002328514,0.055433441,962.6786923
15.90992196,Si3,0.687705195,Si3,2.613519047,0.841411359,1,427.1161982,-0.005051774,0.035362418,1389.995107
13.97325887,Si3,0.679302043,PU,2.802993455,2.085974338,1,417.2146226,-0.000340182,0.032317243,1239.349254
11.9324045,A1,0.860464544,Si3,2.132296893,1.596726563,0,376.6902463,-0.001445801,0.05522021,1064.025184
9.996917761,A1,0.933820556,Si1,2.597369535,2.17060094,0,349.4611928,0.002166957,0.055438895,920.2282288
9.74356143,A2,1.232547777,Si1,2.375637992,2.474622163,1,348.6573847,0.000234439,0.036806923,907.2895534
15.26735936,Si3,0.397303275,Si3,2.921733808,0.580294584,1,431.6252619,-0.003352806,0.041351274,1379.553949
15.39318081,Si3,0.307194425,Si3,2.97267828,0.670913762,1,437.9437353,-0.00037568,0.043954502,1414.509031
12.12744145,A2,0.989597943,Si1,2.939966635,0.553622431,0,374.8315632,0.00147018,0.055389386,1077.770689
8.009850481,A1,1.396938834,Si2,1.237698541,1.047957819,0,300.9354581,0.000955481,0.055458956,728.2834569
8.779312482,A1,1.245842458,PU,1.319766595,1.9836868,0,329.8261381,0.000630998,0.05530359,824.2180837
13.31222827,Si3,0.991079141,PU,2.12139574,0.744528174,0,393.6899052,-0.000323656,0.055260735,1181.260705
9.861280477,Si2,0.957646671,PU,2.065828955,2.458999626,1,352.7629548,-0.00118691,0.040592322,928.0936171
10.35306974,A1,1.197776617,Si3,1.157751049,1.946649492,1,357.9875352,-0.007240626,0.042694724,928.1232184
13.00721106,Si2,0.706382496,PU,2.346311867,2.221781,0,399.9541585,-0.00031603,0.055244634,1157.911523
15.50648659,Si1,0.580365818,PU,2.459602914,2.27355805,1,429.0451937,0.000378512,0.035201639,1348.432747
10.44750088,A1,1.106974314,Si3,1.446705051,2.073993524,0,357.2536584,0.002268338,0.055222088,954.9668302
15.68326693,Si1,0.976548585,Si1,1.101213526,1.093525318,1,426.1302515,-0.004978113,0.041739561,1329.95909
15.78636271,A1,0.874727158,Si2,1.411640527,0.654584119,0,426.3039844,-0.000385509,0.055121139,1399.035968
8.7037938,Si3,1.422869462,PU,1.419447913,2.104892899,0,326.8630598,0.000208445,0.055264707,804.5481864
12.2658571,Si2,0.809116812,PU,2.314250288,1.038848055,0,380.7915699,-0.001487482,0.055417168,1092.150936
14.89983216,Si3,0.839585894,PU,2.433825794,1.011804727,0,415.804827,-0.000363346,0.055364277,1290.333971
15.8410465,Si3,0.691953398,PU,2.89863845,1.077664005,0,427.3821429,0.000386876,0.055218214,1366.852488
9.049728138,Si2,0.97541616,PU,2.276143988,2.127962875,1,341.5127046,0.010637569,0.033649454,882.5437149
9.961208885,A2,1.596862368,Si3,1.429215813,0.706159537,1,333.004472,-0.001199401,0.042458804,878.2816472
10.36600167,A1,1.092022004,Si1,1.665951758,2.106997406,0,354.1508835,-0.00175,0.05525,946.0860877
10.84102246,Si1,1.126076243,PU,1.276257102,2.023645013,1,363.9160604,-0.0128319,0.035353193,953.889039
15.73399038,A1,0.606181163,Si1,2.462644283,2.375911867,0,434.8895237,0.0003842,0.055412382,1367.466614
13.97408305,Si1,0.918381193,Si1,1.620803101,2.288697424,1,411.0755516,0.020071918,0.029597574,1248.227289
11.72252812,A1,1.002808485,Si1,1.710748873,2.424671993,0,376.9726823,0.001419566,0.05528958,1060.706356
9.632364171,Si3,0.994569411,PU,2.985605543,2.228037766,1,347.2585865,0.009034701,0.045636823,920.1561025
15.5873753,Si3,2.446110905,PU,2.967489039,0.53400941,0,355.3425824,-0.000380535,0.055148484,1046.832671
14.4897511,A2,1.283114487,Si3,1.554333399,1.451622144,1,409.2191102,-0.022951094,0.030012969,1297.184562
15.3322698,Si1,1.081253355,Si1,1.203086467,2.06031488,0,420.7588455,0.000374157,0.055063443,1276.355273
15.50830933,Si3,0.649441499,Si3,2.880726822,1.819366965,1,429.778566,0.004921251,0.039748564,1353.681362
14.92711989,A2,1.031612833,Si1,2.078282552,0.556664958,1,413.5155123,-0.002548196,0.036766828,1325.033212
15.09470721,A2,1.055248512,Si1,1.960984585,0.509867779,1,415.267826,0.00331396,0.02614346,1342.585682
15.74455237,A1,0.641576913,Si3,2.111516016,1.47269005,1,428.6535615,-0.000384464,0.034986201,1370.696888
11.37315595,A2,1.478182779,Si2,1.373419769,1.498805747,0,363.0481192,-0.002476611,0.0552679,994.7496491
12.68863005,Si2,0.978153329,Si2,1.846078345,2.247932899,0,391.9889961,-0.000308066,0.055167852,1136.957221
9.765627064,A2,1.576467464,PU,1.34129779,2.129805263,1,343.0437547,-0.004464824,0.044413252,875.3366684
9.7422344,A1,1.149377592,Si3,1.571277746,1.451741617,1,340.2348967,-0.000703217,0.035395268,903.4748261
10.61177028,A2,1.196003693,Si2,2.563903104,0.726483947,1,346.9393109,-0.000256144,0.038677782,963.1582117
12.89525318,A1,0.961483989,Si3,1.530460353,1.171253213,0,391.1774856,0.001566157,0.055314357,1157.440201
8.518352181,Si2,0.911059305,PU,2.705243307,2.484947164,1,335.172211,0.002649514,0.036889384,860.6135019
8.081863996,A2,1.504046977,Si1,2.536274507,1.186355348,0,308.6322493,0.000192897,0.0553342,761.7619532
13.02591594,Si3,0.885175175,Si3,2.483943888,1.64100117,0,397.3790042,-0.000316498,0.055285317,1156.380198
8.601900871,A1,0.970580222,Si3,2.278425535,2.484930476,1,334.4729904,0.000205898,0.045503348,853.293963
10.31517315,Si3,1.044062441,Si3,2.543336014,1.907410345,1,354.002855,0.002238563,0.028603864,950.0015862
11.96973127,Si3,0.959003894,Si3,2.411056988,1.911098653,0,380.7644242,-0.001450466,0.055308861,1078.196224
11.33214359,A2,1.306596034,Si2,1.930470244,1.548095976,0,364.9344939,0.002467382,0.055439504,1011.742363
8.40931086,A2,1.768307736,Si2,1.2149379,0.877342509,0,300.2069758,0.000201083,0.055298337,730.55693
8.164188896,Si1,1.252127095,Si1,2.012878538,0.610897786,0,307.3414582,-0.000584864,0.055433575,773.9720785
15.93009368,Si2,0.610699183,Si2,2.90266849,1.970162952,1,428.2627801,-0.000389102,0.0346301,1364.801005
13.95018657,Si2,0.679891094,Si2,2.898644638,1.991682868,0,409.4562992,-0.000339605,0.055257985,1204.053856
11.9066231,A2,0.963145873,PU,2.978274476,2.259391273,0,380.9778574,-0.001442578,0.05515898,1069.007651
9.701404977,A2,1.144949488,PU,2.864446551,2.360424661,1,347.6921406,0.002100465,0.038975295,910.134058
15.19769445,Si1,2.422130093,Si1,1.157095001,0.588023149,0,345.81309,0.000370792,0.055188627,994.3745606
15.76544691,A2,0.272057924,Si3,1.139264494,0.594115549,1,463.2190889,0.004234849,0.046583336,1495.134411
14.61631693,Si3,1.10047266,Si3,1.414241007,0.759928245,0,410.4631577,0.000356258,0.055181866,1311.961506
10.60237712,Si1,0.805914719,Si1,2.433124185,0.548996232,1,354.4003665,0.00025591,0.039665973,972.6719171
15.63640992,A2,0.942415287,PU,2.368239178,1.33530353,1,427.6260799,0.001908801,0.033976662,1373.709136
15.71109967,A1,0.450735363,PU,2.937400886,1.800089039,1,426.8881944,-0.000383628,0.041815398,1358.26792
15.5433692,A1,0.821946788,PU,1.674311739,1.755765784,1,428.7162255,0.000379434,0.035287385,1361.77499
10.13672723,Si1,1.052589172,Si1,1.776016594,0.534635627,1,341.2405003,-0.000244268,0.042258407,933.9571715
11.7949336,Si1,0.619383711,Si1,2.838161013,0.513849635,1,376.1997382,0.036286865,0.035715419,1076.768661
15.89178948,A1,0.864753167,PU,1.566395373,1.763202663,0,431.2817636,-0.000388145,0.055308277,1388.770326
9.966622367,Si1,0.867840419,Si1,2.415831549,0.526350555,1,344.2832867,0.010320667,0.042002713,929.2648526
15.38253881,A2,0.876258806,PU,2.548499194,1.191207921,1,424.2252968,-0.000375414,0.032660975,1353.689181
9.833914496,Si1,1.120179391,Si1,1.640663436,0.535887782,1,336.5324639,-0.010178003,0.040475315,904.3432165
11.29700091,A2,1.295910463,Si2,1.896403929,0.911826663,1,359.5376324,0.001912925,0.039624875,1012.664282
8.434049076,A2,1.53410621,PU,1.935473712,2.13841601,0,318.9205983,-0.000605104,0.055383071,787.1343656
12.58718445,Si1,0.911208315,Si1,1.652091297,0.911716607,0,386.5459498,-0.00030553,0.055247664,1146.045332
9.50933475,Si1,1.070466857,Si1,1.814603322,1.092557398,1,341.3581571,-0.000228583,0.0450309,887.4678898
9.974359935,Si1,1.260332307,PU,1.235785047,1.020870311,1,339.6054799,0.000240209,0.044919083,891.5081947
11.63203963,Si1,1.161873853,Si1,1.101739986,1.147162517,1,371.1887496,-0.030699959,0.040276093,1003.764197
12.84640976,A2,1.244532393,Si2,1.677027009,1.546380285,0,390.2209468,0.00031201,0.055206902,1163.462012
12.09890451,A2,1.232321554,Si2,1.878868087,0.906296584,0,374.0501812,0.001466613,0.055322327,1093.099791
8.101876744,Si3,1.499734586,Si3,1.616767007,0.753451179,0,305.8374404,-0.000580191,0.055405771,757.5857725
9.258068253,A1,0.995512168,Si2,2.609870708,0.564360072,1,328.3926601,0.010003579,0.037124392,881.4385366
15.87572019,A1,0.623871088,Si2,2.611074441,2.451768879,1,429.3013181,0.000387743,0.031407183,1359.571389
13.89050166,Si3,1.111666546,PU,1.835441833,2.440520874,0,406.6081011,-0.000338113,0.055137113,1225.13238
11.99615438,Si1,0.619548464,PU,2.803228404,1.998346061,0,385.1006434,-0.001453769,0.055371616,1082.837327
9.885671918,Si1,0.774320806,PU,2.739142158,1.207032144,1,352.250312,-0.009281678,0.041648556,933.5959388
15.93845324,Si3,1.071280049,Si3,1.186065667,0.58479557,0,423.8801431,-0.000389311,0.055391099,1336.418182
15.83565826,A1,0.260241341,Si2,1.152117568,2.409326955,1,469.418153,0.000386742,0.046022239,1493.865475
11.68958649,A2,1.304407602,Si3,1.874004183,1.722191958,0,370.6494667,0.001415448,0.055209696,1043.732378
11.65783818,A2,1.276577099,Si3,1.960286205,1.248393944,0,368.1814954,0.002540664,0.055415003,1045.519153
11.01160594,Si2,1.354824101,PU,1.117344473,0.66289319,1,346.9623547,0.004524384,0.040187178,933.37725
12.63843511,A1,0.615019382,Si3,2.851620795,1.486424496,0,389.1094794,0.001534054,0.055362979,1111.025695
8.267799828,A1,1.268303004,Si3,1.608142861,1.715582007,0,316.951277,0.000197545,0.0554063,787.1917022
14.20575468,Si2,0.826802466,Si2,1.859672149,0.655807955,1,409.7184479,0.000345994,0.040481269,1261.840752
15.40804416,A2,1.469480261,PU,1.128184955,1.749055515,0,415.5923369,0.000376051,0.055201723,1271.638961
13.67542451,A1,0.665926199,Si3,2.342203442,1.90574413,1,407.5787852,-0.033606286,0.031609873,1195.427373
8.903067288,A1,1.216803334,Si3,1.578983242,1.755218509,0,329.5209061,0.000213427,0.055282051,836.823191
15.73170297,A2,1.381873605,Si1,1.271402048,1.663708179,0,423.5500942,-0.000384143,0.05540826,1305.892703
15.16145988,Si3,0.828095115,PU,2.028907664,0.964125528,1,424.784669,-0.000369887,0.040317629,1360.540493
15.3120199,Si3,0.958328258,PU,1.799861981,1.920680789,1,428.2781967,-0.000373651,0.037738701,1364.740387
11.96906689,A1,0.727888161,Si3,2.747047756,0.590034646,0,370.4552493,0.000290077,0.055307284,1060.253402
8.229190498,A1,1.299095422,Si1,1.240995395,2.302406521,0,320.2375938,-0.000982899,0.055271165,785.8347484
8.60845884,A2,1.682627481,Si1,1.376156587,2.096481101,0,318.4701428,0.000206062,0.055362241,786.0656946
9.704295987,A2,1.327822014,Si1,2.531155242,0.973981754,1,334.9163035,0.006303353,0.039921233,887.9767982
8.056585196,Si2,1.207826897,PU,2.311199119,0.958340957,0,310.2851547,0.000192265,0.055436124,776.2924378
15.93090705,Si2,0.904093212,Si2,1.6611947,1.246772468,1,428.0312635,0.000389123,0.031518943,1399.620186
11.92707399,Si2,0.753731236,Si2,2.980570415,2.31347238,0,379.8869307,0.000289027,0.055207551,1059.57486
9.94799171,A1,0.887322269,Si1,2.998963161,0.729079908,0,338.3998973,0.002155948,0.055298221,912.9414462
15.44375073,A1,0.926976292,Si1,1.106740689,2.127623595,1,430.069579,-0.004146381,0.039579094,1326.024605
15.81031611,A1,0.293423962,Si3,1.13396388,2.492611565,1,466.2032305,0.00579162,0.045174636,1480.458406
15.74126338,Si2,0.613228261,PU,2.665948286,1.355985016,0,424.2142364,0.000384382,0.055041087,1345.495774
13.35862424,A1,0.60699466,Si2,2.716856584,1.724432234,1,403.2173242,-0.036054532,0.030207851,1170.313262
14.46229298,Si2,0.635433987,PU,2.427054355,2.022732589,1,420.5842371,-0.001057222,0.029954616,1266.529173
9.016946561,A2,1.353113286,Si2,2.750447661,1.092502862,1,325.7735096,0.000648821,0.039578096,845.3480278
11.13445994,A2,1.079648329,Si2,2.530357629,1.977732459,0,368.5153363,0.000269212,0.055209573,1012.59101
15.42257367,A1,0.540880787,Si2,2.965934257,0.746718509,0,418.5288427,-0.0026349,0.05522824,1314.933434
10.40092474,Si1,0.972582472,PU,1.902911017,1.576792823,0,354.1977856,-0.002257857,0.05534603,953.9834458
10.59680577,Si3,1.010493051,Si3,2.508598865,2.157434535,1,359.6541752,0.001278851,0.032482822,979.1724726
14.53540813,Si1,0.93916457,PU,1.506182434,1.057479387,1,412.2693968,-0.000354235,0.032943878,1284.246846
12.86444187,A2,1.12465683,PU,2.223296119,0.711330238,0,384.1685783,-0.000312461,0.055246572,1146.997159
8.89782965,A1,1.054939266,Si2,2.435680224,1.333727665,0,328.8459905,0.000213296,0.055265152,853.7162985
10.87191564,A2,1.060042979,PU,2.741999532,1.813576423,0,363.8251362,-0.000787944,0.05532804,995.5818836
8.433697819,Si1,0.888405819,Si1,2.909011315,1.87575382,1,334.0684375,-0.008672778,0.040540193,850.8204069
14.89554462,A2,1.394840621,Si3,1.140252478,1.212448201,1,410.9390935,0.005448578,0.037413566,1242.775125
14.88086046,Si2,0.74794148,PU,2.113064297,1.833603722,1,420.5678569,-0.003991587,0.033021307,1296.650129
8.852264866,A2,1.418268922,Si2,2.062844432,2.02469749,1,329.429175,-0.004455287,0.037551701,825.5911245
8.872972689,Si2,0.98864616,PU,2.7170401,0.83544531,1,326.3400413,-0.000212674,0.0355166,860.9384092
8.067823907,A2,1.452792462,Si2,2.821315646,1.285392445,0,310.0600073,0.000192546,0.055284007,768.2225789
15.69347549,A2,0.889874393,Si3,2.941838514,2.314165381,1,426.1758547,-0.000383187,0.031804521,1347.508827
13.84744422,A1,0.627822769,Si2,2.720743871,2.456664005,1,409.8213879,0.004381468,0.031344348,1201.996996
11.65116151,A1,0.800134878,Si2,2.215054184,2.435742545,0,381.0593095,0.002539161,0.055398647,1058.294011
9.908858546,A1,0.785016343,Si2,2.998881836,1.766506124,1,350.2774612,-0.001192858,0.02218715,931.7655896
8.117260767,A2,0.275885388,PU,1.118061359,1.369026793,1,457.6299652,0.000968908,0.00639479,965.2589062
8.368403912,A1,1.043607342,Si1,2.445432784,1.71623646,1,324.9186822,0.00060018,0.0450135,826.2248196
9.873070048,A1,1.158277001,Si3,1.645214584,0.773900171,0,336.360405,0.001663737,0.055320503,898.8822814
14.65198254,Si1,0.773140909,Si1,1.886989571,1.276718925,1,418.7328265,-0.00035715,0.033214904,1298.367032
8.297395471,A1,1.29798516,Si1,1.764621061,0.814838223,0,310.3743688,0.000198285,0.055311615,778.9463084
14.70565106,Si2,1.096533332,Si2,1.380751339,2.15520737,0,415.8881168,0.002509439,0.055353826,1299.844673
8.963144749,A1,1.08966759,Si3,2.177764594,1.010134072,0,326.2211335,0.000214929,0.055260848,854.1794066
11.60354521,A1,0.912339205,Si3,1.849969446,0.87317746,0,368.4802365,0.001404693,0.055281985,1050.777689
11.4516185,Si1,0.798139969,Si1,2.273676325,1.422788591,0,374.3408841,0.00027714,0.055186907,1049.652194
14.78282865,Si2,0.897060626,Si2,1.923101327,1.689059131,0,417.1962141,0.000360421,0.055141977,1286.969304
15.62360448,A2,1.235390315,Si3,1.633966937,1.130202554,0,421.6464388,-0.00038144,0.05521368,1379.395782
11.5006763,Si1,0.96619197,Si1,1.94336888,0.514979111,0,362.0656572,0.002505302,0.055308323,1036.976157
12.67184672,Si3,0.748074463,PU,2.897176207,0.772024449,0,390.3517163,0.001538231,0.055438156,1127.840162
9.193626436,A1,0.949837809,Si2,2.411514787,1.924915441,1,343.3375328,-0.000220691,0.027144962,892.1132847
15.76430145,A2,1.116893065,Si3,1.904756087,0.745417792,0,422.6358634,0.000384958,0.055081983,1381.029075
12.7020066,A1,0.825808491,Si3,1.84525326,0.771929432,0,388.3027474,0.0003084,0.055197616,1141.473715
8.275283635,A1,1.195396573,Si1,2.026947334,1.298620838,0,316.9749501,-0.000197732,0.043303308,794.9286023
11.3712165,Si1,0.764480716,Si1,2.376092479,1.515354863,0,373.4506733,0.000275131,0.05526305,1047.210657
11.26993975,A2,0.984751618,PU,2.924840875,1.025955227,0,365.7728274,0.002453387,0.055282449,1015.752128
15.59612866,A2,1.053626233,PU,2.077806282,0.751600303,0,421.3573955,0.000380753,0.055164234,1362.824263
14.03037353,A1,0.509306872,Si1,2.756982679,2.449062388,1,417.3234655,-0.000341609,0.038601845,1232.871931
9.49202457,A1,1.1539306,Si1,1.384963908,1.970456695,1,344.6132773,0.000684452,0.044033047,887.1947012
15.68749978,Si3,1.331485733,PU,1.198031492,2.421089602,0,420.8304306,-0.000383038,0.0553287,1291.961363
13.81940533,A1,0.822558508,Si1,1.934892458,1.806863018,1,408.1562307,-0.021861791,0.032624519,1218.002578
11.93168682,Si3,1.230108591,PU,1.405727259,1.778659407,0,378.294049,-0.001445711,0.055218507,1076.163008
9.914120129,Si3,1.355332563,Si3,1.569779292,2.490047175,1,346.393343,-0.007399793,0.032702311,905.2637602
8.120903141,Si2,0.332741741,Si2,1.289489663,2.395448406,1,365.021518,0.000193873,0.046723273,927.1001685
10.71741655,A2,0.259463349,Si1,1.209147741,0.562111479,1,559.4783146,-0.014750774,0.000258786,1138.254739
8.17680008,Si2,1.128550581,Si2,2.364236767,1.830000537,0,320.7483632,0.00058581,0.04003035,798.1799453
8.187688942,Si2,1.123135407,Si2,2.556246126,1.667433835,0,319.1377389,0.001368796,0.055321457,798.3448595
8.197830571,Si2,1.30291901,Si2,2.097967235,2.212294846,0,315.1131068,-0.000587387,0.055357201,776.8467745
13.01764856,A2,1.241469177,PU,1.625108156,2.333356037,0,396.059413,-0.000316291,0.055267337,1183.885572
13.86717589,Si3,1.128695387,Si3,1.424920792,1.509920067,1,406.579766,-0.003037766,0.033415421,1261.054083
11.29661429,Si3,1.154032392,Si3,1.882295867,2.123103566,0,368.7698571,0.000273265,0.05534979,1019.270981
15.12460385,Si2,1.000352137,PU,1.434986916,0.501069098,0,412.4221415,0.000368965,0.055422375,1326.065784
15.66209938,Si3,1.065882293,Si3,1.773780176,1.717101251,1,425.383183,0.001147208,0.027150578,1373.785949
8.105116847,Si3,1.312468852,Si3,2.240256629,2.033791009,0,317.5082315,0.000580434,0.038889078,781.3349916
14.09628431,Si3,1.181275741,Si3,1.464809002,1.946176508,1,406.9614339,0.032609415,0.031922901,1262.720085
15.64938252,Si3,1.096660188,Si3,1.960022021,2.355205119,0,422.6983811,-0.000382085,0.055260084,1343.334464
15.52697561,Si3,1.08676891,PU,1.330102902,1.230676269,1,425.964925,0.003411221,0.039797573,1410.115462
11.43576925,Si3,1.364068393,Si3,1.201400873,1.982580708,1,371.6453642,-0.000276744,0.039574424,981.3368642
10.66577355,Si2,1.044942253,PU,1.870653875,1.545888103,0,356.0812672,0.001287471,0.055301885,964.3205064
10.36204733,Si3,1.167739266,Si3,1.941621803,1.530336941,1,352.1861326,-0.006747334,0.042233311,951.1836104
15.62626025,A1,0.948069612,Si2,1.654619691,2.496506167,0,428.5072685,0.000381507,0.055218468,1350.614589
11.86646606,A1,0.963173255,Si2,1.525603461,2.179033567,0,382.3640521,-0.001437558,0.055351118,1068.512637
9.95311717,Si1,1.012489848,PU,1.75639242,2.023318131,1,352.0762437,-0.000719034,0.040026226,932.2232873
8.076982469,Si2,1.401019773,Si2,1.415502682,0.697279212,0,304.9129768,-0.000963873,0.055316754,755.9602402
12.92866105,Si2,1.127392003,PU,1.230052293,2.116410937,0,392.9116952,0.001570333,0.055387854,1096.841732
12.12195198,A2,1.652862766,Si3,1.161618627,2.160298198,0,373.1982072,0.000293899,0.055376487,1000.400067
14.70983252,Si2,1.064746471,PU,1.310364241,0.513001167,0,405.9998098,-0.000358596,0.055361873,1290.704052
8.281708527,A2,1.773144097,PU,1.149848568,0.839882618,0,298.6275314,-0.000593678,0.055454985,719.2028524
13.8647484,Si1,0.581373862,Si1,2.755131945,1.410412738,1,410.3636463,-0.001687344,0.039483844,1215.820586
9.333867907,Si1,1.276389636,Si1,1.205678113,1.607928848,1,330.6446792,0.002017771,0.042373186,840.2178305
13.32154441,Si1,1.06116733,Si1,1.169417181,1.786847014,1,399.8742603,0.041133852,0.037247189,1136.387504
13.58661634,A1,0.574354303,Si1,2.878870423,1.321662917,1,403.1313104,-0.001652578,0.02941588,1183.599524
11.66612419,A1,0.644824023,Si1,2.986680627,1.01722781,0,374.2895517,0.002542528,0.055435304,1056.828357
10.92452636,A1,0.773016081,Si1,2.654342068,1.290697495,0,363.2786117,0.000263963,0.055202178,1000.46613
12.98133827,A1,0.747821835,Si3,2.379118633,2.42537989,0,395.9231022,-0.000315383,0.05518836,1135.898245
8.492739703,A1,1.07680044,Si3,2.894378141,2.49151905,0,323.5851417,0.000203169,0.055380916,827.7153354
13.64311025,A1,1.001677587,Si3,1.524247175,2.367505801,0,403.606921,-0.000331928,0.055300003,1202.122321
11.95020239,A2,1.381198113,Si2,1.251959834,1.877348136,1,378.9495528,0.03040853,0.040834312,1030.614575
13.60673263,A2,1.332675358,Si2,1.34994937,2.166973442,0,402.1583965,-0.000331018,0.055224515,1224.030501
11.17986054,A2,0.929021362,Si2,2.756968705,2.086438472,1,374.1682813,0.015409751,0.035415392,1030.971065
8.246943209,A2,1.62698717,Si3,1.451740971,2.39381701,0,316.1120177,0.000197024,0.05533329,769.1969914
9.604585333,A2,1.678323806,Si1,1.312226595,0.533371769,1,323.7321738,0.000230965,0.042728479,841.8966593
8.118558724,A2,1.545775537,Si3,1.728987853,1.762528234,0,314.5684549,0.00096907,0.055271588,765.8993138
12.16720572,Si3,0.742065535,PU,2.730591768,1.867577577,0,390.7853456,-0.001475151,0.055187804,1112.738997
12.17243943,A2,1.596866584,Si1,1.139372136,1.613414116,0,375.0354926,-0.001475805,0.055199971,1010.241302
8.609179979,A2,1.553820397,Si3,1.770873403,2.296474156,0,322.7067075,0.00020608,0.055364653,795.1107372
14.48233531,A2,0.979786482,Si3,2.640160893,2.496499201,1,415.3949693,0.000352909,0.028585589,1259.645863
14.37720302,A2,1.048908867,Si3,2.402591432,2.377183057,1,412.8009428,-0.00035028,0.0297738,1255.901175
10.44681282,A2,1.365483365,Si3,1.946506829,2.464906834,0,353.9454162,0.001260101,0.055220207,944.825859
9.882725127,Si3,1.077958189,PU,2.61876007,2.20288661,1,349.3919355,-0.001189591,0.038780675,924.5687148
11.72762307,Si1,0.881528844,PU,1.986153964,0.889361,0,370.816842,0.001420203,0.055301936,1055.879731
10.95293135,A2,1.267428817,Si3,1.906643932,2.48849252,0,365.7259404,0.000264673,0.055276018,992.218099
14.67624699,A1,0.667605824,Si2,2.174582829,0.842506739,0,415.6250615,-0.000357756,0.055297231,1281.03064
14.38111759,A2,1.422451811,Si3,1.347215742,2.039285233,1,407.2964399,-0.020672302,0.031884398,1278.522049
15.80178747,A2,1.056832055,Si1,2.28781405,2.454151931,0,427.2692692,0.000385895,0.055148527,1368.583029
11.71044694,Si3,0.824737319,PU,2.519193643,1.836134719,1,382.6610398,-0.049064733,0.034884175,1084.818111
9.944465929,Si1,0.867654798,PU,2.564341013,2.053795918,0,350.6672824,0.001676232,0.055288101,927.7168122
8.523453013,A2,1.539815752,Si2,1.123945281,1.940814895,0,317.4221293,0.000611809,0.055281394,769.6740015
11.70977974,A1,1.271401679,Si1,1.149639648,0.735829981,1,361.899305,-0.039986825,0.033747746,985.3413125
12.92021609,A1,1.116036537,Si1,1.139627065,1.014369004,1,388.9436153,-0.031071685,0.037976503,1101.04005
12.20098343,A1,0.860195022,Si1,1.963890243,1.518792234,0,383.8712394,-0.001479373,0.055266335,1096.80564
9.726231429,A2,1.243781132,PU,2.38001242,2.495867017,1,347.4396379,-0.001170029,0.036270891,906.1209553
9.617641751,A2,1.320762033,PU,2.35594482,2.032704146,1,341.3256266,0.001156455,0.034462359,885.0534674
8.802043121,A2,1.407476846,PU,2.242268244,1.941066479,1,327.5654361,-0.001054505,0.042391101,824.0115539
8.966576572,Si2,0.972730319,PU,2.702448807,1.381631213,0,331.9720958,-0.000645044,0.055271856,871.3759396
9.180174491,Si2,0.920434072,PU,2.94123481,1.0745217,1,333.7557274,0.00154248,0.042969079,881.2747374
10.15142382,Si2,1.071843487,PU,1.949826678,0.9782834,1,342.8501327,-0.000244636,0.038897045,928.3848546
8.781129866,A1,1.127010861,Si3,1.594857994,2.282986039,1,334.1563139,0.000210378,0.039761489,843.0487773
15.71562691,A1,0.944306379,Si3,1.492506437,1.882070576,1,426.1138388,0.004221148,0.026478112,1364.781434
8.610640796,A1,1.100781684,Si3,1.710572626,2.027070486,1,331.5350243,-0.006801828,0.04431494,833.4632596
9.762693161,Si2,0.970395955,Si2,2.643740526,0.720341784,1,337.0715225,0.001174586,0.036882008,913.9195992
11.58695514,Si2,0.767420355,Si2,2.503304023,1.975242089,1,378.7544115,0.037309675,0.027771864,1060.951226
13.18039158,Si2,0.762698762,Si2,2.458729065,1.254292728,0,397.9645283,-0.00032036,0.055300943,1157.865248
8.973197343,A1,0.90485931,PU,2.869618691,2.478478579,0,337.5513903,0.00021518,0.05529304,878.8217988
15.08834751,Si1,0.660476179,PU,2.599939703,1.749649938,1,418.7392408,0.001840294,0.026132171,1289.459588
14.01690077,Si1,0.605413547,PU,2.985880862,1.779174757,0,408.7526253,0.002388908,0.055393073,1202.918248
