Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 15,Unnamed: 16,CellD_x_Resin,Barrier_x_Outer,discrete_combo_id,oof_predicted_label
51,13.81225562,Si1,1.278013041,PU,1.30677945,2.439894897,1,404.8669592,582.7382892,0.037313372,0.035968746,1167.300532,200.000001,88.0,,,33.70045200329757,1.6700811788108074,combo_001,0
10,8.752161841,Si1,1.467544847,Si1,1.210559771,0.912920274,0,313.6089676,284.3520239,0.000209654,0.055424328,791.1412561,161.3,70.1,,,7.990025985978064,1.7765507539165502,combo_002,1
11,10.11422216,Si1,1.553123278,Si1,1.106329208,0.736713214,1,330.9980509,895.3526074,0.010479337,0.037774353,868.5492916,168.000001,75.9,,,7.451281114603622,1.7182656460761039,combo_002,0
12,11.50600979,Si1,1.519278196,PU,1.12111284,1.167976136,1,358.6823673,950.8795501,-0.023672521,0.037597534,971.2930595,180.000001,80.2,,,13.438744855302373,1.7032822930676368,combo_001,0
2,12.65421167,Si1,0.922213549,PU,2.885255584,0.594349469,0,388.4219569,283.8234718,0.001536027,0.055398477,1139.281548,197.4,87.6,,,7.521023986678103,2.6608217918927073,combo_001,1
4,13.53521044,Si1,0.975158004,PU,2.45834952,0.857210104,1,401.5007221,560.0153147,0.02666765,0.031935334,1210.748474,198.000001,91.0,,,11.602519148934286,2.3972792110575583,combo_001,0
7,9.264649103,Si1,1.003301051,Si1,2.850979997,1.584454642,1,340.3354162,555.3193516,0.000222466,0.037596796,902.8306336,157.000001,75.7,,,14.679416277749487,2.860391227370077,combo_002,0
13,14.9658049,Si1,1.045432066,PU,1.970217485,1.403471948,0,421.1995387,284.5415244,-0.000364995,0.055124625,1362.926145,230.9,98.8,,,21.004087356390944,2.0597285358128743,combo_001,1
18,9.953592006,Si1,1.048904121,PU,2.662986041,2.469850011,1,359.0317,902.7628,-0.001677828,0.055314321,949.8326378,168.6,79.5,,,24.58387932550861,2.793217032570375,combo_001,0
10,10.34399027,Si1,1.561396275,PU,1.130514059,1.582396536,1,339.6169286,686.7543141,-0.007732942,0.035671314,886.7994994,170.000001,74.9,,,16.36829437166571,1.76518044055773,combo_001,0
15,15.9857585,Si1,1.203872808,Si1,1.193499477,2.47515984,0,434.7637791,276.9403966,-0.000390494,0.05508458,1330.59688,234.2,97.0,,,39.56730745113864,1.4368215667225215,combo_002,1
16,13.99466797,Si1,1.154759959,PU,1.644252038,2.038116494,1,409.9947431,545.9784253,0.028960924,0.033049525,1265.885888,212.000001,95.4,,,28.5227636177105,1.8987164159865464,combo_001,0
18,9.968981313,Si1,1.213228216,PU,2.082808829,2.492800012,1,354.0420311,971.0765389,0.001200373,0.037691697,937.4743389,172.000001,80.2,,,24.850676736674178,2.5269224398767194,combo_001,0
1,12.03882215,Si1,1.124473455,PU,2.015579815,0.544372891,0,374.9283524,284.0620909,-0.000291821,0.055181132,1110.997404,193.7,85.8,Itr_5,,6.553608418030335,2.266465998401311,combo_001,1
3,8.913048729,Si1,1.551780237,PU,1.182620567,0.50396045,0,311.0863501,282.7727655,0.001068381,0.055314236,790.8323914,160.4,71.1,,,4.491824048338768,1.8351672237403345,combo_001,1
4,11.97090622,Si1,1.067822651,PU,2.205648366,1.183619162,0,380.2583755,284.8876553,-0.001450613,0.055311652,1106.716753,198.8,85.8,,,14.168993988496988,2.3552412853559384,combo_001,1
6,12.30884734,Si1,1.000491549,PU,2.479087253,0.815113543,0,384.213685,283.5529252,0.001492856,0.055218549,1127.77322,198.9,87.1,,,10.033108165553527,2.4803058458601246,combo_001,1
7,11.46218297,Si1,0.939764217,PU,2.979647604,2.404168149,0,379.37083,284.3519708,0.001387023,0.055213053,1066.190154,204.8,83.9,,,27.557015214484228,2.8001661975089864,combo_001,1
8,11.50539229,Si1,1.029614874,PU,2.534272148,1.227559433,0,374.0003201,284.5108889,0.001392424,0.055319995,1061.538707,198.0,84.1,,,14.12355283595497,2.6093242983447293,combo_001,1
9,8.343391202,Si1,1.466429671,PU,1.269276384,0.5519769,1,311.1324763,618.4117366,-0.000199435,0.04407508,786.2336651,148.000001,72.3,,,4.605359211167233,1.8613045501971899,combo_001,0
14,8.080901898,Si1,1.44711893,PU,1.158711716,0.704050247,0,306.0849239,281.026656,0.000192873,0.055330768,752.8775881,144.6,68.2,,,5.6893609772696685,1.6767936586363839,combo_001,1
16,13.9319673,Si1,1.049997399,PU,2.181545924,2.226610357,1,411.2173031,611.6297869,-0.023401298,0.030862582,1253.267641,206.000001,93.0,,,31.02106268356533,2.2906175459990514,combo_001,0
18,9.989821187,Si1,1.237723701,PU,2.24724414,2.023632105,1,349.8204229,672.9946091,-0.000240596,0.033442775,930.0774311,178.000001,80.1,,,20.215722877222408,2.781467334011362,combo_001,0
2,10.24979304,Si1,1.555388792,PU,1.243939082,1.238341693,1,336.4529201,834.1571,0.010130885,0.036322928,884.0263962,174.000001,75.2,,,12.692746066053216,1.934808906073569,combo_001,0
4,13.74830467,Si1,1.001804977,PU,2.369301122,1.026962517,1,405.2674666,523.1240515,-0.032452078,0.032452078,1229.26822,208.000001,93.5,,,14.118993568386054,2.373577656031284,combo_001,0
